trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.8, 'e': 0.15577974928671176}",25,4,22.450216429549467,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 0.15422195179384465}",25,0,-44.54887483636945,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
186,False,"{'a': 0.8, 'e': 0.1526797322759062}",25,0,12.167692515611751,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
187,False,"{'a': 0.8, 'e': 0.15115293495314713}",20,12,8.996924902021735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 0.14964140560361566}",20,11,-6.700518474623822,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 0.1481449915475795}",20,0,-46.31603231559199,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
190,False,"{'a': 0.8, 'e': 0.1466635416321037}",25,0,-22.03309669987431,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
191,False,"{'a': 0.8, 'e': 0.14519690621578268}",25,15,6.020977638277413,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.14374493715362485}",25,14,-35.895713512071794,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.8, 'e': 0.1423074877820886}",20,0,5.4834790525826875,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
194,False,"{'a': 0.8, 'e': 0.1408844129042677}",20,0,-29.337937190850486,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
195,False,"{'a': 0.8, 'e': 0.13947556877522502}",25,2,-3.6667726470100575,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.8, 'e': 0.13808081308747278}",20,0,-25.57284903608878,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.8, 'e': 0.13670000495659804}",20,8,9.621753941396229,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 0.13533300490703207}",25,0,-34.163001515228814,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
199,False,"{'a': 0.8, 'e': 0.13397967485796175}",20,6,5.536869142091027,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.8, 'e': 0.13263987810938213}",20,13,11.61180083642661,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 0.1313134793282883}",20,10,19.86347689798524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.13000034453500542}",25,17,15.20689464517887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 0.12870034108965536}",25,15,11.547347765853171,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.12741333767875881}",20,14,11.624632209671738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 0.12613920430197123}",20,3,14.508833254463513,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 0.12487781225895152}",25,17,-22.56300740877618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.8, 'e': 0.123629034136362}",20,3,30.91006525479667,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 0.12239274379499838}",25,14,22.20285204364541,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 0.1211688163570484}",20,7,22.736236352956663,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 0.11995712819347792}",20,0,27.936213913839175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.8, 'e': 0.11875755691154315}",20,0,11.235092652796894,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
212,False,"{'a': 0.8, 'e': 0.11756998134242772}",20,8,22.622946526800987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 0.11639428152900344}",20,6,-31.47669297200611,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
214,False,"{'a': 0.8, 'e': 0.11523033871371341}",25,18,11.540901994919457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.11407803532657627}",20,9,20.691162942836627,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 0.11293725497331052}",20,14,10.206947450093576,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.1118078824235774}",20,15,8.147078479887726,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 0.11068980359934164}",20,0,5.619977388526582,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
219,False,"{'a': 0.8, 'e': 0.10958290556334822}",20,14,-0.944917230652706,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 0.10848707650771475}",20,8,19.287539768747784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.1074022057426376}",25,12,26.418473517103948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 0.10632818368521123}",20,0,24.756399521997697,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.8, 'e': 0.10526490184835911}",20,9,16.675124343451877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.10421225282987552}",20,7,8.491876391664249,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.10317013030157676}",20,5,15.365665022970964,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.10213842899856099}",20,13,13.888222784133596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.10111704470857538}",20,0,-99.63716073802465,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
228,False,"{'a': 0.8, 'e': 0.10010587426148963}",25,11,29.396631079443054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.09910481551887473}",20,12,16.73589889333217,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.09811376736368599}",20,12,4.392598383698663,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.09713262969004913}",20,0,-66.46880480452117,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
232,False,"{'a': 0.8, 'e': 0.09616130339314863}",20,0,28.24467789804914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.8, 'e': 0.09519969035921715}",20,6,3.903531444231401,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.09424769345562498}",20,11,-23.544621307643485,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.8, 'e': 0.09330521652106873}",20,12,15.665857623789233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.09237216435585804}",20,3,-16.545418611422594,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.8, 'e': 0.09144844271229946}",20,6,23.298371482138517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.09053395828517646}",20,8,23.116211666072864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.08962861870232469}",20,10,19.850723175119427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.08873233251530144}",20,10,-0.44477158162468444,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.8, 'e': 0.08784500919014843}",20,6,2.0163067611866534,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.08696655909824694}",25,17,-9.892936755790714,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
243,False,"{'a': 0.8, 'e': 0.08609689350726446}",20,2,6.517713754789769,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.08523592457219181}",20,15,8.455027022261886,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.0843835653264699}",20,9,3.961386825367735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.0835397296732052}",20,10,19.087698060012556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.08270433237647315}",25,10,-54.18395179679375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
248,False,"{'a': 0.8, 'e': 0.08187728905270841}",20,11,16.156078812127607,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.08105851616218133}",20,15,9.742387698196445,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.08024793100055952}",20,0,13.244484656824273,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.8, 'e': 0.07944545169055392}",20,0,-51.31919748793164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
252,False,"{'a': 0.8, 'e': 0.07865099717364837}",25,9,26.053035953185447,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.07786448720191189}",20,11,18.44121367972081,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.07708584232989277}",20,3,12.107685508614114,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.07631498390659384}",25,8,19.217321649868857,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.07555183406752791}",20,13,14.28285780719323,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.07479631572685264}",20,5,16.79347821567587,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.07404835256958411}",20,0,27.327336903552407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.8, 'e': 0.07330786904388827}",20,13,10.93514441206761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.07257479035344938}",20,9,-30.084968269332606,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
261,False,"{'a': 0.8, 'e': 0.07184904244991488}",25,0,28.679589055624728,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
262,False,"{'a': 0.8, 'e': 0.07113055202541574}",20,3,19.030666190829674,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.07041924650516158}",25,15,-22.31834824766055,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.8, 'e': 0.06971505404010997}",20,14,12.167403508759548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.06901790349970886}",20,2,14.881594155783212,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.06832772446471178}",20,16,8.096185681266622,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.06764444722006466}",20,9,18.543017801270338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.066968002747864}",20,8,9.096809462013399,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 0.06629832272038537}",20,16,7.643480244599528,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.06563533949318151}",25,10,18.90284513168529,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.06497898609824969}",25,0,4.145972911600475,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
272,False,"{'a': 0.8, 'e': 0.0643291962372672}",20,5,27.270429783778265,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.06368590427489453}",25,12,21.465988386100776,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.06304904523214558}",20,0,5.54536905296377,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
275,False,"{'a': 0.8, 'e': 0.06241855477982412}",20,9,19.841046109624067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.06179436923202588}",25,12,24.728939635970203,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.06117642553970562}",20,7,23.56056027716436,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.06056466128430856}",20,0,20.152332267088156,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.8, 'e': 0.05995901467146548}",20,3,-9.963145765422407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.8, 'e': 0.05935942452475082}",25,10,17.47625040623539,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.058765830279503314}",20,7,24.82206982394809,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.05817817197670828}",25,8,30.44069494376875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.057596390256941195}",25,5,34.88670077835355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.05702042635437178}",20,11,19.71076022088882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.05645022209082806}",20,12,14.525992590889263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.05588571986991978}",25,8,16.235368515883494,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.055326862671220584}",20,12,16.022295598281588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.05477359404450838}",20,7,8.740336420325178,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.054225858104063294}",20,0,25.78363959408003,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.8, 'e': 0.05368359952302266}",20,13,-28.455914090057536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.8, 'e': 0.053146763527792434}",20,10,19.580187267908244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 0.052615295892514506}",25,19,9.312310060634793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.052089142933589364}",20,7,21.867348174498886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.05156825150425347}",20,15,7.089084405289543,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.051052568989210935}",20,0,28.26874587083416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.05054204329931883}",25,4,-8.786122222606057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.8, 'e': 0.05003662286632564}",20,0,16.645046990523923,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
298,False,"{'a': 0.8, 'e': 0.04953625663766238}",20,0,31.108824395186733,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.8, 'e': 0.04904089407128576}",20,16,7.574742791338353,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 0.0485504851305729}",20,11,7.356236073316949,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 0.048064980279267165}",20,0,29.90085609585441,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.8, 'e': 0.04758433047647449}",25,13,-25.084390220226414,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.8, 'e': 0.04710848717170975}",25,9,27.949655608604946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 0.04663740229999265}",20,14,12.765232966317674,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.04617102827699272}",20,13,15.164313404865855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.045709317994222794}",25,14,23.58358458683116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 0.04525222481428057}",20,10,19.134635603100392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 0.04479970256613776}",20,3,26.57322685291254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 0.04435170554047638}",25,12,22.549962324261045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 0.043908188485071616}",25,14,0.13736103009156442,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.8, 'e': 0.0434691066002209}",20,10,19.647363906187167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 0.04303441553421869}",25,11,23.826936712770365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8, 'e': 0.0426040713788765}",20,4,29.361424469594283,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.8, 'e': 0.04217803066508773}",25,5,17.092326544834158,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 0.04175625035843686}",20,0,28.614194578965137,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
316,False,"{'a': 0.8, 'e': 0.041338687854852486}",20,0,27.867617113470487,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.8, 'e': 0.04092530097630396}",20,15,10.418325568098151,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.8, 'e': 0.040516047966540916}",20,12,13.478818224335816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.8, 'e': 0.04011088748687551}",20,0,-36.21178992565795,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
320,False,"{'a': 0.8, 'e': 0.03970977861200675}",25,13,22.53547683534522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 0.03931268082588668}",20,4,26.590839777419113,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.8, 'e': 0.03891955401762781}",20,13,10.90084520096426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.8, 'e': 0.03853035847745153}",25,16,15.817006858471546,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.8, 'e': 0.03814505489267701}",20,6,21.875195939762317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.8, 'e': 0.03776360434375024}",20,10,18.070744786799818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.8, 'e': 0.03738596830031274}",20,11,19.019119980937578,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.8, 'e': 0.03701210861730961}",20,2,-12.538948173678198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.8, 'e': 0.03664198753113651}",25,0,-0.6674428219297239,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.8, 'e': 0.036275567655825146}",20,6,-59.31119818547817,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
330,False,"{'a': 0.8, 'e': 0.03591281197926689}",20,6,23.434747122164016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 0.035553683859474224}",20,10,17.980756513431643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 0.03519814702087948}",25,9,22.06749042259509,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.8, 'e': 0.03484616555067068}",25,2,28.769440382215556,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 0.034497703895163975}",20,12,12.149889489892693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.8, 'e': 0.03415272685621234}",20,12,12.46774647707584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 0.03381119958765021}",25,0,-21.082400303376772,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
337,False,"{'a': 0.8, 'e': 0.03347308759177371}",20,16,9.112882512626177,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.8, 'e': 0.03313835671585597}",20,3,-25.481762841151948,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.8, 'e': 0.03280697314869741}",20,14,11.738604108628213,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8, 'e': 0.032478903417210436}",20,7,19.786825660839504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.8, 'e': 0.032154114383038335}",20,3,28.66218615407894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.8, 'e': 0.03183257323920795}",25,15,14.789812367475589,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.8, 'e': 0.03151424750681587}",20,12,11.460452898310335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.8, 'e': 0.03119910503174771}",25,12,12.266756784824542,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.8, 'e': 0.030887113981430233}",25,13,-59.77037763339645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
346,False,"{'a': 0.8, 'e': 0.03057824284161593}",20,0,-8.133529710659975,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
347,False,"{'a': 0.8, 'e': 0.03027246041319977}",20,15,9.689263003171593,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.8, 'e': 0.029969735809067772}",20,13,13.237724341057088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.8, 'e': 0.029670038450977095}",25,12,24.0049157422841,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.8, 'e': 0.029373338066467324}",20,8,15.998973834719452,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.8, 'e': 0.02907960468580265}",25,15,22.643737801781132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.8, 'e': 0.028788808638944622}",20,3,18.70803920375276,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.8, 'e': 0.028500920552555174}",20,0,17.880035653515943,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.8, 'e': 0.028215911347029624}",25,17,15.39499710103946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.8, 'e': 0.027933752233559327}",25,8,20.163385742242575,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.8, 'e': 0.027654414711223735}",20,15,10.910007342350589,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.8, 'e': 0.027377870564111496}",20,7,22.09937088703651,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.8, 'e': 0.027104091858470382}",20,10,15.29761424403924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.8, 'e': 0.026833050939885677}",20,8,26.270800986691853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.8, 'e': 0.02656472043048682}",25,5,30.571496766345795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.8, 'e': 0.02629907322618195}",20,3,8.774188714579802,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.8, 'e': 0.026036082493920133}",20,5,23.693915629810796,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.8, 'e': 0.02577572166898093}",20,12,15.24339045864521,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.8, 'e': 0.025517964452291122}",20,2,24.230787050877627,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.8, 'e': 0.02526278480776821}",20,8,23.03249473700015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.8, 'e': 0.025010156959690527}",20,12,9.952405350604183,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.8, 'e': 0.02476005539009362}",20,11,20.578611842958654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.8, 'e': 0.024512454836192684}",20,6,14.509412698485193,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
